"sort_algo","entry_lines","split","time(sec)","cpu(%)"
"Quick",40000000,9,34.01,216
"Quick",40000000,10,32.76,228
"Quick",30000000,1,13.69,93
"Quick",30000000,2,17.17,145
"Quick",30000000,3,19.81,165
"Quick",30000000,4,18.79,225
"Quick",30000000,5,21.78,202
"Quick",30000000,6,22.04,215
"Quick",30000000,7,21.28,228
"Quick",30000000,8,21.64,252
"Quick",30000000,9,23.04,236
"Quick",30000000,10,24.08,233
"Quick",20000000,1,8.72,96
"Quick",20000000,2,10.7,146
"Quick",20000000,3,12.27,166
"Quick",20000000,4,12.23,230
"Quick",20000000,5,13.93,213
"Quick",20000000,6,14.22,219
"Quick",20000000,7,14.32,230
"Quick",20000000,8,14.34,250
"Quick",20000000,9,15.11,236
"Quick",20000000,10,15.76,237
"Heap",40000000,1,31.22,94
"Heap",40000000,2,27.99,136
"Heap",40000000,3,29.87,159
"Heap",40000000,4,26.07,228
"Heap",40000000,5,33.01,190
"Heap",40000000,6,32.9,193
"Heap",40000000,7,28.9,222
"Heap",40000000,8,30.16,231
"Heap",40000000,9,33.61,209
"Heap",40000000,10,31.04,230
"Heap",30000000,1,22.69,94
"Heap",30000000,2,20.05,139
"Heap",30000000,3,21.53,161
"Heap",30000000,4,19.91,216
"Heap",30000000,5,22.07,199
"Heap",30000000,6,24.42,191
"Heap",30000000,7,21.92,215
"Heap",30000000,8,24.28,211
"Heap",30000000,9,26.01,199
"Heap",30000000,10,26.39,199
"Heap",20000000,1,14.25,97
"Heap",20000000,2,11.9,151
"Heap",20000000,3,13.13,173
"Heap",20000000,4,11.99,231
"Heap",20000000,5,13.38,209
"Heap",20000000,6,13.98,215
"Heap",20000000,7,13.65,226
"Heap",20000000,8,13.55,248
"Heap",20000000,9,14.5,232
"Heap",20000000,10,15.0,229
"Insert",40000000,1,inf,99
"Insert",40000000,2,inf,196
"Insert",40000000,3,inf,292
"Insert",40000000,4,inf,387
"Insert",40000000,5,inf,387
"Insert",40000000,6,inf,387
"Insert",40000000,7,inf,387
"Insert",40000000,8,inf,386
"Insert",40000000,9,inf,387
"Insert",40000000,10,inf,387
"Insert",30000000,1,inf,99
"Insert",30000000,2,inf,197
"Insert",30000000,3,inf,293
"Insert",30000000,4,inf,390
"Insert",30000000,5,inf,390
"Insert",30000000,6,inf,388
"Insert",30000000,7,inf,390
"Insert",30000000,8,inf,390
"Insert",30000000,9,inf,390
"Insert",30000000,10,inf,390
"Insert",20000000,1,inf,99
"Insert",20000000,2,inf,198
"Insert",20000000,3,inf,296
"Insert",20000000,4,inf,393
"Insert",20000000,5,inf,393
"Insert",20000000,6,inf,393
"Insert",20000000,7,inf,391
"Insert",20000000,8,inf,393
"Insert",20000000,9,inf,392
"Insert",20000000,10,inf,392
